epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,680.363,2.2742,3.39363,1.9882,0.03451,0.02982,0.0092,0.00265,2.4366,3.45417,2.08081,0.0015941,0.0015941,0.0015941
43,697.064,2.25465,3.35213,1.96795,0.06887,0.02982,0.01501,0.00507,2.4281,3.47752,2.10958,0.0015842,0.0015842,0.0015842
44,713.912,2.30762,3.3975,1.95222,0.02471,0.03211,0.00907,0.00253,2.4348,3.54576,2.00528,0.0015743,0.0015743,0.0015743
45,730.724,2.26674,3.43101,1.96602,0.04264,0.02982,0.01002,0.00257,2.56005,3.53393,2.24121,0.0015644,0.0015644,0.0015644
46,747.659,2.30081,3.4171,1.98353,0.02333,0.08716,0.00794,0.00251,2.42575,3.67838,2.04327,0.0015545,0.0015545,0.0015545
47,764.356,2.28391,3.45432,1.97265,0.03143,0.05734,0.011,0.0029,2.37094,3.54508,2.02924,0.0015446,0.0015446,0.0015446
48,781.205,2.30779,3.46625,1.98467,0.02209,0.1055,0.00989,0.00266,2.41881,3.44223,2.0871,0.0015347,0.0015347,0.0015347
49,798.118,2.29111,3.40557,1.96413,0.00979,0.15826,0.00644,0.00189,2.46336,3.66502,2.04406,0.0015248,0.0015248,0.0015248
50,815.116,2.25377,3.38729,1.93578,0.04318,0.02982,0.00878,0.00276,2.45089,3.48488,2.13736,0.0015149,0.0015149,0.0015149
51,831.811,2.2695,3.37569,1.9621,0.04728,0.04128,0.00867,0.0028,2.40038,3.46251,2.08397,0.001505,0.001505,0.001505
52,848.692,2.2898,3.43262,1.95714,0.04145,0.05734,0.01299,0.00381,2.48418,3.43021,2.15021,0.0014951,0.0014951,0.0014951
53,865.543,2.22746,3.39112,1.94666,0.02323,0.04817,0.00714,0.00239,2.40422,3.53652,2.04381,0.0014852,0.0014852,0.0014852
54,882.46,2.26293,3.38901,1.95639,0.05912,0.03211,0.01089,0.0029,2.37646,3.61116,1.99377,0.0014753,0.0014753,0.0014753
55,899.165,2.25564,3.39556,1.94768,0.06712,0.01835,0.01182,0.00354,2.4586,3.4617,2.0532,0.0014654,0.0014654,0.0014654
56,915.989,2.28459,3.39378,1.95294,0.06499,0.02064,0.01441,0.0037,2.485,3.48296,2.24184,0.0014555,0.0014555,0.0014555
